cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
180065051839061|03/17|Mastercard|966|Platinum|b6c48f02-c446-4e47-a6f5-affbfa894856|0a6bba5abbab215f36e699923918860450b260ea63423a01ec49cd5a3c6b0092
4097012342712396|06/13|Mastercard|182|Gold|576a155a-41f8-458c-b503-f2224141af18|0616f4a2e297db30d4599394b76739052e531acafc7a526e03ba28d571b692ac
4197806199246|07/30|Maestro|683|Gold|e66a7246-1754-49e1-90de-c54872393bcd|3f0177313ff45c122535501b6a827daa62e9726e5060b9184b004f8885271fef
2714520277127478|04/23|VISA 19 digit|339|Gold|84d83c28-6f3d-4a1a-a6dc-e2b49dea1557|4d0db68afafce23509ec92b0a39c946087ed045cfe2c88248c4e7011d38e1a8f
570170385613|08/22|Discover|002|Classic|18e72a3a-c3c3-4cc2-931a-3d3d4dab146a|a446cc3317e34a73eff68d206b42cb426e8375c92deff1acc203d6db7bca0fa5
4699813098847713464|01/17|American Express|676|Gold|921041eb-a458-422e-a12d-45990dca1f26|d42f647b7960e9c8c5cc148c1dd839eb70b08876be9ee39a3e6efbe47005bf11
5366903170123493|02/30|VISA 13 digit|730|Gold|3b194974-390a-476e-9209-4b59137eff3d|390b0a782816effb9d35705a4e3af2bbda6efc03b52777012cb8c1d80bdfde5f
4348388088288750|09/27|JCB 16 digit|182|Gold|c45b5fe3-fa7c-4ac6-9462-0a4ac347a791|7f98f87e4fec526ec18f3bd0e004015658370a269a586449cf187a75a5001334
6011547831075860|11/16|JCB 15 digit|693|Classic|da9ec27e-a4b6-41c9-87b2-cb4729762d42|63d281a2fe95291a9a3a0e86cab4c70497de2e65830f445b826a1d0a78f10187
3582145886516429|02/30|VISA 16 digit|688|Gold|2aa16a70-96be-443b-8652-437a30f67dd7|9450c33bb2c9d5769a4ec2c99cb85cd166318facb27bc3ac9fb6bd2958fd475e
6545116427629707|11/22|JCB 15 digit|255|Gold|dd756ce3-1d2f-4176-8af6-d01e0261ba40|74d15133ca06971bbd07310fbae76ebfd70be41c41549f0738dbe26dddd90509
36300686292121|11/32|VISA 16 digit|497|Platinum|df0a1fbe-0d07-4c6f-a367-5ddea21087be|4f8002e2a00773bd283057a6d57aeb2bb4e3569240a8a6e887c37b6f4dffeae3
6011623720377111|03/25|Diners Club / Carte Blanche|725|Gold|dbd8e6af-7d2f-4b1d-b518-7f4fe31130d0|c467a924881ab28f477ecbd5bbf5c1ce6b1565261a8c943879427d90563c4156
4322075513582416|08/13|VISA 19 digit|214|Gold|1fee3a2c-bead-48ee-8554-a3883f60b589|8aaac8c8b6535ce3a078837a4aa07985cad5d41e1faf69737662a0c68cdb8086
374741286056392|06/27|JCB 15 digit|016|Classic|fbe77cef-2899-4b27-9481-4dfc47a0748f|0e1c894c182fcf21897c5d287687351b8a127fb86530978db7252eb419e47f01
4625335960291166|07/14|Mastercard|588|Classic|7398be0a-b720-4e21-8f0e-0b3b631bfb5d|5acac9658527ab3a729b7c13d551861aa1877e453ed5f3be8d15c868819069cb
3509876558948041|02/19|VISA 16 digit|837|Gold|0dbacfbe-e695-4288-85eb-075e7ef56c07|3dc3760b69ba2f265c4cafdb974ae2b1a3f61ea090b9a91d838c650611062f3a
2650531214953567|09/30|Diners Club / Carte Blanche|224|Platinum|a459cef6-722b-41bb-afe9-bc5d049d28a9|dc800d9b0a21a75a94695af5e378fcb86fabba0da75fcb8c36f087d40bf4ada9
3512432013512058|09/18|JCB 16 digit|383|Classic|ffdada47-40ff-4e34-91ef-eb71fee92a3b|0254e8f05136f5b214f74242a3534dae82f3cc5200c8b31aa278bbacf4785da3
3522161852689655|02/14|JCB 16 digit|459|Platinum|9b4ff382-ad3d-4adb-a6c2-590a814cac2a|5dd36d02fdd49a1c2c24c9a46c7b36de098d6d17b5d9b5bbb456cbddfe2ed4b9
213118611022081|08/32|VISA 19 digit|839|Gold|68d2d2d6-97f8-4d2a-85ae-8a253d579286|0ba775bbb49929a7a81ed1c8c0c0ef4d2ddfb6ce04b1abe9cb0008e898ed0e83
180043437625405|05/22|VISA 19 digit|961|Classic|89c002fd-8752-49f7-b328-9a66d0529bac|fe5bab53007c9c9074258ee3001624d929738db3366e63bb41fc9ec8519de13a
676376279441|06/32|American Express|015|Gold|36a52465-d594-4f9f-a4a0-2fa49bd1cc8e|239b7be2fc6c84b5d6b493822011a10e9f6b29ca9575baab90f3910d0690eca4
4315933837266087357|07/13|JCB 16 digit|511|Classic|a8cfd1f2-b22f-4337-ab8b-5e8338a205e1|694c192dd3f8fa86c57e84311ac00d0904dc681631d0d12946762c602c2e050a
341084393105715|07/23|American Express|916|Gold|8dfba3b2-f39c-49ea-bfac-473e02c24c7e|7a6f233bcd07d65652e3e82a726ec75df3b5012327159990cb8fbdf7dc40127b
30569105857872|03/21|JCB 16 digit|9496|Classic|31b3019e-e958-4c3b-9435-e14233bc9e27|6eee89822aa3a369c599d7ff4ff1c734012c98265fa92ad8d6e8f20c4a0a3959
2670318338111694|01/33|JCB 16 digit|345|Classic|327bfc25-64ed-4f5f-aaae-6a5e943bc032|1a7c7d7ef52b7ad7361741d520b6f4cc9f18e18b88ce5bed87e3526d42906a98
180046463612163|01/15|Discover|077|Gold|b55a038b-6516-4cc9-9164-897e3308b969|4bfb93e288809725a5c753feacbbe4cbeb681e4940dd831120fbfaab03bb50c5
213129698337375|08/29|Mastercard|517|Gold|95226bc0-a320-416e-92bc-d5c3c5e0d4cb|220fba23fa77bc9fb1ede07554bd1441ed7564b70ff951104a15b25a5ebbab67
2237246282966662|12/30|VISA 13 digit|284|Platinum|98eec8df-51bb-48bc-8f2c-63977c74526c|263e6a31f0aec352611f65bcce59bf98a3aab531d0714380a27e2cf4ab740774
4053244806050|08/19|JCB 16 digit|581|Platinum|3fc355dd-7e82-4d16-970f-b45ed1ef9f32|0fed7399c9b7823e13e6519ac275aeb3c170f4014bc825bf399b10b1938cf5a3
3559145538931991|08/31|Mastercard|528|Gold|b5eb1032-38d3-4f7d-b4b5-9c20fc8816c4|947ba038b837e618000bc92599ca12538ab5539d2f61753bf1d4c0b2a8a43f31
4418946549747691|05/25|JCB 16 digit|134|Platinum|e1a80fd8-6fd2-4096-9ab2-47d34c288e90|49f3f43d7078d8f59fe18608485d7568210b66d1d58a93eba94d38d7d4827522
3506474984443739|11/28|JCB 15 digit|684|Gold|78c4912d-566d-4528-bc1c-4b9d7915e32a|696707a1bdee88a1ce78a1de8fd34b62d23cf52d366b0fe89f8083bfd9b4a239
4910186332222155|06/25|VISA 19 digit|003|Gold|f3bfc94b-4f20-4417-a1e7-60efc5c9d913|bae043cd0ef6816eb671f93514f86a5c04d027c07445fa7fc1e9e1a50f5cb231
180028747764804|01/32|VISA 16 digit|081|Gold|00cb78f0-10a2-47c2-87f6-f2ebb27afcc4|3f25e76450393d555350e94cb37b439a6b8c0318a9fba73eab6a40d077cdc582
4781294609092115|03/15|Mastercard|265|Gold|745e8088-6d94-4d54-ae26-a3a3515a1f36|8c49506ed0cfb4b88eaeda0a06626358cb093d9ee47ac5375dbfef21915dc6fb
6011989007966136|10/25|JCB 15 digit|958|Gold|704dd1ae-8f64-4919-aced-81d8faab4e1e|0e90a669a783619ac88b6ecf1a0086ee28379b68415ec77fc505cea5b87d51ae
4016529405948|05/23|VISA 16 digit|022|Platinum|0f021d17-63f4-450d-a98a-e38ccb136289|4445654ccc6e22c7e6a2fccc0665f645ebd874814d41e2e43c77a6d049028434
4569296234358810578|02/20|VISA 13 digit|437|Classic|0f94e4a3-25d1-4127-b0e0-cac8052bfd61|e9a262493ec8b773386e1cf44d7ff36f3f3f8a29c349171d82a1a3c2f49c98bb
4449762581731630127|07/19|Diners Club / Carte Blanche|149|Classic|84f7e119-006b-4311-82f6-cc4c178f53ca|21c5df8e096c80cb4db8a196478a14b736eeef328d3c86b02800516aff5fd74b
4888544029709694|11/26|VISA 13 digit|735|Gold|e805a7ed-dd23-4908-8e1f-c34079ed4214|30957fb6b77565218c0af4d3315f9f317457e876bec01b5a7575da84634bb301
213183794254521|11/23|VISA 13 digit|040|Gold|d9aad5f5-8ce0-401e-8866-6ba1a3759def|5e2d2001678a9b70e7e79b297b9e5be25269c45cf29418fa2c5288157ed65446
4324133225971365|03/29|VISA 16 digit|962|Classic|771f8eb0-11ae-4465-b7d0-3f9c8f5311a0|8a40a786f76c910ee0e918644b4327bac1b0da620cc2b86f1a1704c4a76ef380
3558004293687762|02/17|Diners Club / Carte Blanche|4528|Platinum|02bbe0bd-f142-4941-ab77-5f6fa62c1a87|178dea4b552bdd4099e9147109f8f3a55e663d062225d9a74833b713f161e2d0
6011441662658814|08/18|VISA 16 digit|729|Platinum|323eea31-d0f5-4989-9b61-175ff6530819|fd08dd72cc1a0ae6aff16bb2dab3538f44471706e4b4b2d9b4e88b719749a355
3548222398161466|09/26|JCB 16 digit|259|Gold|d8b253df-3ffd-451f-be70-0b4a60ce7c96|e04f6502a07297845ece265a5136b842521888e75e517baf838bf0ba4042827a
3581993449761540|05/30|Diners Club / Carte Blanche|899|Platinum|6f6a0deb-e3d2-49c1-8e39-bac37d5e0bd2|eabaa78d67437d8687999ebad29d1dbc62ef967d171e60abb5dbe119bb681aba
375622376226427|04/17|VISA 19 digit|071|Gold|36ca7af5-4a82-4d90-a006-16d25e5679d4|ea7a92e7cd273e5a248a30f20d083ddd75b68b191ea63dcf0a2f8dcd5df41223
3515455653999233|06/22|JCB 15 digit|543|Classic|032e918a-6dfe-4874-9a44-067ecb1014e0|7890602e0ee3aecfacb24fd6350049662320b63688524c089ed1de0c87309cbd
4465291485295209094|06/20|JCB 15 digit|667|Gold|b9a0fdfe-a6f8-40ed-bafd-90b966e3a14f|d7c0d5407fa9018dc15d5d3dd4b5ee9fecc6497d86f242792536bfe82ad37184
2253652856276652|09/14|Mastercard|793|Platinum|56d2b1ad-7ab4-419c-9805-449298893bb9|a7bd98de8a1932d11715018802c632e415418128ee7c4f89d56b20fd1cbb0c65
4969398641697999376|08/15|Mastercard|087|Gold|07c5d665-10ff-4d8e-8711-2db0717c51e6|2393ef3918c13eac2c04d71257beb41095cf5535cbf5b0fcadd0e4bdf1455587
180072805340057|07/13|VISA 13 digit|526|Gold|5adf81e9-89db-4e91-9dfe-6cabec265b50|01362c34cbf6f80928ae898949e578a65f94edf25fbe3fd70a19bcc30aa96155
36935385802694|05/21|Diners Club / Carte Blanche|806|Platinum|7073d724-baad-4fb8-b318-9f9fcc4dbbc5|aee9f6941ba66a1dc392b6e540e94db427c28afe304e97e266cf5589debb1e6a
630492434208|06/15|JCB 15 digit|2572|Gold|1c7f1ac9-5068-4193-a135-d207feafb6de|dd88f5c02eaf68d48173305ec58de860259b7073eacb685a7c386aee27dd6f8c
180093268571756|12/20|JCB 16 digit|7770|Junior|1c2233dd-bcd3-4152-a7fe-6965e094f826|13f7c1ba4b06167663ad4242a6edc981220ca04d1e0236fc270450543f22f9d4
639055575760|04/29|Mastercard|412|Gold|ad3b8f86-efc8-4387-a0ef-0817c4100f1c|87be1b29b714bebf683e42fcf76e2799c17abd5a7cf7ef7b97b8e8f42429e464
502032954583|04/28|JCB 16 digit|321|Classic|04fe6c1b-5125-4474-8e33-85b39c967133|033ccfaa8ef8b5c46c3c164759599a47500701003d0a5273074dc2297c046c88
4705944340355|08/32|JCB 15 digit|851|Gold|610c1ed4-62ef-4e1b-92dc-6818c6332c1d|1955e8ec63ab62e12454f3fe3083ca61eba27b2a4c8b2b0f5c1faa6ea596740a
6564160155330860|02/14|Discover|613|Gold|ff7d1d3e-3604-403c-bd45-b6663a19ff4d|31406254e4f66e3d2ada119e7918644feefed9fc09db0f9561f7c74cd286087b
180034409013910|08/14|Discover|747|Gold|a377bd20-17e5-4100-8da4-2e08deb11642|6349d0c92cac48981a3f52eff1bde4d25582345eff88b54a3304d2911bdebe5f
4577507963042|10/18|Maestro|449|Platinum|2cfdca73-f5c8-41de-95b0-39f5b7272e38|70244629d8686422147ea49df22d33003b29412c03e49189daaca2c25c13405f
4640238498292387569|07/28|Discover|943|Classic|3b9d20c6-e7fc-4039-8afe-452e687e3759|8a921ca389682ed0d7546370bc36e2f26974236c1cc2fb9b8d503ff0e3d49bf7
3570410183093264|07/27|Mastercard|901|Platinum|4345e067-9615-42e6-94d9-7b88723b8e16|fdcd8abb0b9c834c72df87923b8426bff10f2a3e267125e848ef1e46e963f435
3561622068216338|08/31|VISA 19 digit|275|Platinum|b8af8a1d-2f8b-40ae-afb3-f13279e9e860|77513a9e1217e73c9a49b7a6d972b4d12f737e509b22bca92a4bd9bdabf46e70
4228387407077258039|12/15|JCB 15 digit|373|Gold|c44647b2-cb02-448e-a4e1-837863af2014|4d7833776340c3796c545ed276e3783a29f7c2e0857bd3a45239f218d422c268
6011544987822401|08/20|JCB 16 digit|578|Platinum|ba7dc1e5-88e9-4e32-9138-95c78bce218d|aa48967473b19f848a961114352d9471fa3bdb720ba9c7e3a58bf670ce204eee
180054503152786|03/31|Diners Club / Carte Blanche|994|Platinum|5bf74fdd-f678-4218-b19c-29abb825c18e|5df5a679be344b6a47c464f66277dc0bfef5fdadf8f2a196013ae10384ee0ed1
3553420224983366|03/27|VISA 19 digit|791|Gold|93b5e212-29a8-4cf5-9e54-093c75b8ac8b|0af99f0c53d6db1b9ec113be2604927b52ad1cfde49add0610a0298da8a676c6
4258219208147|08/29|VISA 16 digit|261|Platinum|b199be0a-6f5e-433f-aa2f-ce4a33e34d20|ee8c71aa90a5927e4f0ad14bc3e26204f65c92c7855f764daaf40c7c6caa51be
4998050023049357|12/19|VISA 16 digit|567|Gold|2b60c3c6-69f3-46eb-838d-98eb94ea7cb7|2fcced66f6212c42682444b035d2c353a8bb848b54beda1e1d1b2eb104b532af
4452104917678|02/28|JCB 15 digit|818|Gold|44e2b35f-0d84-4cc0-bf00-a947cfeee7d4|eafce9719de91a8d3081ad585fa227f066a5b0c0db1d7ae5a693dae924565b56
2257408666448106|08/23|Diners Club / Carte Blanche|2949|Gold|8f01aa2f-8531-4483-b252-7a4ee8ba2ff7|1de83e3b1fc3b081ae3fd6714345058d267bf5a497986dcded6a08b6149fd952
4433817298994|12/15|JCB 16 digit|983|Junior|4dea28fc-bb36-4d99-9fd7-8c799e50052b|7467b00eabc583b43bebae5d1db9e005830d0aadd0ca183ca0ff0e1469eee247
6011586033633878|09/31|VISA 13 digit|283|Platinum|0cc523f6-4dbf-4b7c-9403-ba024d38dd23|f56244ca2dfae82f6faf1a27bf06a0490d0792164f44800804c8276d58de553e
30195879760314|04/20|American Express|853|Gold|120a0789-142b-4d2f-9487-288a77379630|90c2888bc086a9419f56f5d4d18096ddc495835e9597a06c3c97ed1b85c42c67
676145313067|06/14|VISA 13 digit|854|Gold|721efd0c-9085-4d2f-804e-b0e3548cad58|b33006570fbe925029d4d89c75c3f59b266e78091045b961524201cb41dcb331
6525652972911441|08/20|American Express|950|Platinum|bf6d0cee-f5d4-4a7e-8fde-8f7a7b99f4b7|3ab1ea19142df44198c42c3508a3ccceb90dca1ad7fb5e7d2e6c09d63aa662f7
4513018851376|01/14|Mastercard|794|Platinum|8a049073-0a80-4036-8ecd-010e2a9b9ef9|55e2cbb1294a6c2497f9e5e1855a8b45ce775beb2fe1b19f53e6b2105e64d3b4
4321183714712|12/19|Mastercard|783|Gold|50480029-0f63-477a-b2c2-845936f8a115|3b7824170922184a5ff552d957fb0f22fd606f4bbb03297089f07d52ac1caea3
4297520874200315|12/28|VISA 16 digit|909|Platinum|4cb99314-6b02-46a5-b3d0-39f450625536|46820f9bc519df2550bae98ae37a64a086c0394fb7e437f9d07cefc6d4e7f3a5
3594441488756760|06/22|JCB 16 digit|125|Platinum|78957ab6-53ee-4540-bd9d-f3417a7ac0ee|9f0cb67da8753f810b4eb521fe712343c507bdd9514c324fdc1d316114c156b7
213172062387659|03/24|JCB 16 digit|378|Classic|57127ae8-d93b-45c4-985b-6028015d5508|3d2ce0e01223fcbda9ec2bd5a1b8ff09953e1d95f2966464550e14ec38a0deeb
4785652120124|12/25|JCB 16 digit|573|Gold|91117e86-a24f-43ac-a02b-d1b48d4f7069|c4533c87cc6b1e43207a6dcda81fa9e7a1523bf91a181b0ba5f5feee4a9344dd
4740655775457|05/19|VISA 19 digit|0919|Platinum|9cf34672-56db-4d1c-9188-04551f9d5702|f4e3df7d6e31fccbcca764abae1f617648ea596687110010042563388229f27e
213105177229622|11/29|JCB 16 digit|970|Gold|1cd5c0b9-c560-46be-85a1-7a56e1c46f9f|c4cb7271136fb1fcf3343f7c5920018dcc76a857c8a1aa41d9025ac6b6b4faa5
345249652909026|06/23|JCB 16 digit|197|Classic|0d60468d-2a6b-4f1f-88c5-9f147144666a|55a40f88fa5c666810afbf568bb6a21f9933b6f2efdad38977cf5f75d76ddee4
4496285202988|03/20|Mastercard|752|Classic|08143e66-51f7-4972-853a-a524fd8e4644|74b97ce83ff75c20a8d89e968a5c240695aa4f53ea3217dd9089dc01dcb71066
4281703705162812537|06/18|American Express|722|Classic|f902ea9f-75a6-483b-b161-bdb59b168160|9d2e745ca238ac84e3eee48bc3ec9ce6adae2506054431df0c40600c901d8876
060478795895|11/24|VISA 13 digit|488|Gold|c8ac6053-74d6-4301-97ec-0ce75e4ce0ff|a4b87eb43e9b6c2c8792c6bf6f599bbf2b1c331e66369c87a2bc85597da2bdb8
180088399184289|04/21|JCB 16 digit|473|Classic|199d4f11-ab20-44dc-871d-e514d0a38a27|d5976deef94db9bc2d1970cd0968e2dde1fc6e1c70d6d0bb5b72ea13eb06239f
4992179386488617|02/20|Discover|562|Classic|4a64753d-d563-4a23-bec4-b7824bed3414|ba6992a97f90245ff2581f6dfd470921bde71ca14d0d5fb918d11876e86fb552
213121699460488|06/22|JCB 15 digit|343|Classic|35ad2a8f-a783-4a90-b567-18ca6420b1a1|de4d76ff867a61f4b55411e0551eaffaae2a6889988f6f645074a16bb7051ba0
3576672599858101|10/27|American Express|566|Platinum|f3dfc3e1-c293-4c9c-9f02-c4c0f3de9377|459d80e1205ea3930cb8ef87d17f8ac88e5fc617951a80793938fac3a4e08bea
4990415050781750|08/20|Maestro|475|Classic|c1d3be40-127c-4b2a-9ed6-fd8c836a7d7a|510bb6a011c460b8b769127e2a0eb61b91b77652f3300d91f42791ae4145765d
4853095884852|02/22|Mastercard|013|Classic|dd03c4e0-0e7a-409f-858e-c6985e8bb1a1|42d4652f043ac36c13534d4edbad0449da3fe2e9a2db6606259756189ca08681
30247364937988|02/14|Discover|957|Platinum|935531af-d3b6-4834-b369-80b34e9b6ae7|7c25e524e6eeab2af1bd37948d93108c20b82094de5e7764c3335a719d2f9bc7
347943595889190|10/17|Mastercard|3461|Platinum|023c4f08-fcb9-4b68-a58a-4ddef3e864ef|b2f795019dbdd7aa43233da4bf89ca9b6aa3f8992e28e1eedecd344d3f60ee41
378667586672255|05/17|JCB 16 digit|734|Classic|d4d71d2b-f1b6-46ba-b2c3-621d975842d1|e341a6f21f91752f4d1159156f88840f5ad45d972ae89c2b65ecf6ffc2330c16
675947218482|03/32|VISA 19 digit|787|Classic|5a52dc76-06bc-470d-be5a-1c2e9aa638c2|482bf00943e8c543c04b71d95dd4dc6d7e7fae0c29734027e31bfc6b716fa64d
371230515608747|08/22|JCB 15 digit|234|Platinum|d0e02920-178f-4df9-864b-185299890007|a66711c6ba5cb4e810bf986f418ec595461d13b01365670f0cd275e994f55937
4246993083056475|09/17|Mastercard|6700|Gold|c8afe5c8-76ed-4dd6-af5a-2d2ac3d3b70a|26ef0b3e5cfce0e1ecfa120b6675800fcf15a9c6278d01b6b70a7bfe9377fc34
4094469685365997|11/16|Maestro|231|Gold|e79131ab-ea45-47e0-a37f-55f51ade9620|c6163899a06497a22935cc6e264a2f454fc6b2f9f3bdff23f3cc485a54110706
213158015940645|03/15|VISA 16 digit|499|Classic|751c6c89-0bde-404d-a566-91f049a1cf5d|3474ac37a005800dd875c77e809fe652ec08b33da2bab142ae998f46c1b87c74
4992859881405|08/27|Mastercard|939|Gold|b365fc10-dbf4-4658-a5f2-53a4bd81c5ca|2dc6d38b9ca9e2b04f97673063aef6c6a4254c62128bcde481e3981208d3d705
3587624200810341|02/21|JCB 15 digit|866|Gold|8177f803-7519-4adf-8f84-62dfadb48930|0224bc1c455aa474402f6e6533a9bc41836ad2aebf58086c755d261251f801f5
4384415611247|02/16|Mastercard|5485|Gold|18d72541-7d29-44bc-8f67-ab6bf6953853|92b2c24bf49bff52e402bb09c42b051ab46f259f2b9c6d5e50db470f9b6855e1
3531563045771747|09/19|Discover|560|Platinum|e2a958de-21d6-4506-a365-280d4527866f|7c9df8cbb8f3a91d52c05f4827e7633f6913456e3ba181c581de359bbe31e8ee
4702227417562|04/31|VISA 16 digit|402|Gold|abb078d6-1b6e-48da-a688-71a296c1e56f|b24f63ae3dcb7d1faa06bc49eb6e2b993dcbc8cc5f3e0c17cd9fbac8dc305e0e
4818938139585785|01/20|VISA 16 digit|572|Gold|2973405f-2361-4a8d-82e9-7097b7cff858|c1f534b636ba4011d8ee870bdac6cecbdba54b7ee58e50a69a79238b3177a32d
6011899811267789|05/29|American Express|096|Platinum|793670c8-4b11-4dba-9fd3-6eed4bdc6f7f|9c22c58c9fd877e56930e1cfb2aecbd53c2cceb87ca3db771da25df8fefc1f5c
2283581287820123|05/17|VISA 19 digit|515|Platinum|a2c9902d-0e1d-43da-9602-96e9f6bb76d1|9e87b7dc892902c76d9c4dbf048bba36c1b57f415a6a47b298a1bc5349f1e598
2299777005288823|12/26|Mastercard|3755|Platinum|44d1377f-af3c-4b79-842f-c3acf5c4f473|bb5e184688555535e895c1849dc9dbdd96eb537a91ea1f0c2d9c234396a7f49b
4689655235940336|10/28|JCB 15 digit|242|Classic|207071da-baa8-44e4-92d9-4f654368b3fc|06c211a446526f1c476b69d91bf282b9bac189fe27f9c28758298b1bab5c26b1
4005498239985701|12/22|Mastercard|183|Gold|b4b81a5c-c54b-40db-b6d8-e509583b47c8|e2a4f305574f6e43750972fd95b13794d854158d7e643ab04439148bdef48ef4
341566275439022|05/23|JCB 15 digit|531|Gold|191f02dc-9049-43cc-acda-4191886186d1|1bd4d74c31cc8dc126479d2d1ee46fd33422d0d0d1ab81e80efeda75955a0f62
4460982267259640|05/21|JCB 16 digit|187|Platinum|10685711-dd3d-4859-9b0d-13d77f48e65f|4ecc263bf19ee365746bbc7ac8b09f110ce87e6877fa05b3512971deed64d93b
4818503240854382988|11/18|JCB 16 digit|125|Classic|4cf99e50-dbe3-4fd9-b40e-f5aff1f22050|b4e5ba89017d504733955dc8f532b53d9b98a2e2b500befc2bbe6f2ef868fe08
4777923526841|11/23|VISA 13 digit|741|Platinum|6c9e096f-f7db-461d-a032-8bc60e9c202c|7e7089ddc408657e4d15d2cb716e1e33b14b4c9980a5a030be37e40fb00d027a
4704248120579202|04/31|VISA 13 digit|346|Gold|120d4f9d-aab4-4a74-ae5b-aa96f43307d7|bc96bdb37a58f8f7b5126cb75045ff00ef00e3e419102edf71a7bfd47fbf1209
4053600890524|03/16|American Express|822|Platinum|c093392d-46cd-48d1-a8e3-1fa5709f8059|11310aa03d9478411d62e01c0c4738fb2e476ab5d3dc989fc0ea307672d0e4df
346684190449417|04/30|JCB 16 digit|254|Gold|d5370358-1ee8-4877-a9a5-eaec5a0a4994|acab7dc135e17d1f8cbc03e55d2f33b6a605fa884dcb7eb9accd0f0c9375b660
213187955812118|09/32|JCB 16 digit|682|Classic|ce8370c4-cfb2-42e3-9f33-1d6c2dd15ca1|9f479e881ef9fef46b01fa320c546384aae0c5e40e152e2df6cf80be5a746c3c
213119135213768|06/13|JCB 15 digit|577|Platinum|0ca207de-b021-481f-8348-358e56a5669a|41195dc0194ad91007ebf5476bff42fd1edad1b03240491e8898fa21d973b06c
2716795381301445|12/14|Diners Club / Carte Blanche|225|Platinum|21e4b3b2-bf71-4c50-8b4d-cfca7ebfc19a|79fbc87e914030cc521f77a1709abe5dc85d25b8f1ccac340fe251b1efac0afe
3516904296262201|03/31|Diners Club / Carte Blanche|124|Gold|74158183-fab2-4810-ade6-efb06e1301ef|a0f1bce7c9f6f9b2a6e5fc6e3203918bc3f27583b1811b52aaee2ffe09bc4637
639006392588|04/14|Diners Club / Carte Blanche|529|Classic|35ea5bfd-4ac0-4708-a3fa-e369fec30123|410c1f29a82c5dd73dcdd009b508152b9a00b7c64c6d1927d29e5511efc1cf08
502075275821|09/19|Discover|731|Gold|79b619d7-1692-4ef2-98ec-8d2a9f6c60f2|5cbd44f8b11e37fb9c6e3fcf1548a4acd43ae030637c7269c892404a3a7c8e61
4415360058947283|08/24|VISA 19 digit|305|Classic|96c173bd-22b2-4cdb-86c9-2bb90ae383ff|d0e12d9eb5fc572d8da460bd615b225fdbcde102beaece9aa30f97e8413d84ee
4986598746891518161|10/16|VISA 13 digit|716|Gold|238e2075-8d97-4d4c-bf23-da4ad5105ea0|47a46390cf80a5d16c81c3acf8ac11ee2fd6bf4bd47366845d87f32b7f521b9c
4045381419025799|09/26|JCB 16 digit|6767|Gold|42e6d796-dc8b-40bb-8d21-55fec6f8725a|8d6f8928ec4b32cc42ed88aa3f05e3c4d717727ce66ff6c68cd2e8515507eec4
4955756774114122|07/27|VISA 13 digit|399|Gold|c7f8464a-c369-4823-82cb-7fa2c1e28722|a6a481807c4c9915d87bb4840e1bb7650182cf6a09e36da17c5898135670f1b6
3585125132237332|09/30|VISA 16 digit|832|Gold|d3f01557-063b-4200-a2da-4eeae8f3757b|0cd9650614b6b017d9add443af50d052b73f4df9e079379ffa94535d8c8889e3
4261332915736956|05/16|Discover|937|Classic|9a5e0da1-12ef-4ab3-b293-a7c9a4e29345|3dba9430c6ee761286b0083d500106289d558ee3ca272a9d5350a0a50ba7f344
4231231590797403423|10/24|Mastercard|799|Platinum|a648a80a-16a3-484d-885d-91bcf9bdb541|15ceaba795fd4e2820f45a708ccf213619ad55fc9dae36876b35a2b99aef7204
4667849023109750|03/17|American Express|833|Classic|4d02c14d-ceab-430d-af27-a052b72cdc58|5f3f383069ec9c2e072e4a06136fc8037507abe95a6607444a69830a6196ef07
4518312305430114|04/19|JCB 16 digit|728|Gold|e91d4fb0-9d35-4a2f-b3db-32093aa534cb|2490f97676b5b01ed90fbe372e70301cef353ed47181f43a9878e7e1bfd04077
3562135255218578|01/19|Maestro|184|Classic|bbaec191-98ab-49a0-ac43-185052790fd0|240a6914d0d74b2f4d835a8b4625349dd0adfe99366b1dc7aac89b1f8e5d2f27
4528671028260|09/32|VISA 16 digit|672|Classic|f69bbff9-0a54-4b35-8059-389f0d84ba9d|90ceab7c34eaf4a1f72e53d58a0bf7e388a778b7177da32ca8f35409d743a006
2699865715852685|11/17|American Express|939|Gold|5c3360b9-0aeb-4350-a2ae-fe65a9d59c78|0cc6ed5924d53dd3391fde75265ddd245073dfe76279fc5cdbd4995b6c6e4d68
3599145184337750|11/13|JCB 16 digit|793|Classic|c979e389-e225-44a8-9975-9f122a15c13a|e627bec3de0eaa25687a35b31949539580ebdfd3d228562a2721d5cccb03878e
4116659887405575|08/25|JCB 16 digit|471|Gold|1bf8b113-17f7-4bd3-b343-b4db64d3b4f8|a2934f172dcca3ba6bdbdc087cddb09e14a4980fab26d44c3b66e90c5d200e8f
371281307151032|08/21|American Express|597|Classic|be2e461b-2172-494b-ac98-e18f6de6837c|1f43899641fcac2026eb93ae0d0f7a2c153dc3e85d1608f62d187f9559204d0f
180012152436926|04/31|Maestro|235|Classic|beb7c80e-d089-49c9-b6c1-909054767c6c|b52be148cc58659128aea5ad8ea54d7cf9b927fd09fbecc6ac7f3f5712b86b4c
